Profession,0
.net developer,86018.19823529413
.net software developer,147828.78933333332
Accountant,74935.99637500002
Accounts Assistant,86947.52785234898
Accounts Clerk,75989.08474025974
Accounts Manager,81015.69202702703
Accounts Staff,91033.84843373491
Acoustic Engineer,131644.3670748299
Actor,96681.8121511628
Actress,81602.19274390246
Actuary,84927.78230769232
Acupuncturist,85408.20880733947
Adjustor,69722.45208000002
Administration Assistant,78164.01954545453
Administration Clerk,99453.53186046508
Administration Manager,57588.134596774195
Administration Staff,65390.234649681515
Administrator,92476.1926277372
Advertising Agent,60677.27650602411
Advertising Assistant,105215.0464347826
Advertising Clerk,119901.65867088613
Advertising Contractor,78834.39625899283
Advertising Executive,64877.104732824395
Advertising Manager,99403.7167716535
Advertising Staff,71753.18267857142
Aerial Erector,110043.79157894739
Aerobic Instructor,81848.6177906977
Aeronautical Engineer,64294.23570312499
Agent,83010.17268907561
Air Traffic Controller,63383.007703703675
Aircraft Designer,91454.42170212764
Aircraft Engineer,92533.37757009352
Aircraft Maintenance Engineer,88071.84895348837
Aircraft Surface Finisher,74338.9459223301
Airman,93167.15999999999
Airport Controller,82499.42979166667
Airport Manager,80864.1389041096
Almoner,95781.76293478257
Ambulance Controller,81957.79172413792
Ambulance Crew,99228.75291666666
Ambulance Driver,99959.8393243243
Amusement Arcade Worker,125776.2177419355
Anaesthetist,113785.35000000006
Analyst,86011.96612499999
Analytical Chemist,77220.70323076926
Animal Breeder,90742.05049382715
Anthropologist,117189.86956989243
Antique Dealer,111694.8407070707
Applications Engineer,82474.2074226804
Applications Programmer,101438.90064102567
Arbitrator,94856.39813725492
Arborist,95935.7004854369
Archaeologist,106897.73746666667
Architect,70592.45228070176
Archivist,87013.4914893617
Area Manager,60407.738294573624
Armourer,88378.47893939394
Aromatherapist,85657.72103448278
Art Critic,72274.112238806
Art Dealer,100389.67197916667
Art Historian,71025.00041666666
Art Restorer,78855.41943396229
Artexer,75495.20314814815
Artist,68521.34736842103
Arts,102418.36746666665
Assembly Worker,108150.17430769232
Assessor,94893.63229166667
Assistant,65518.305866666655
Assistant Caretaker,120962.269625
Assistant Cook,84141.76254545453
Assistant Manager,102421.8017910448
Assistant Nurse,66004.34440677967
Assistant Teacher,53830.78702380951
Astrologer,106689.828125
Astronomer,80842.06021739134
Attendant,92516.25746031746
Au Pair,56162.57776315792
Auction Worker,79643.32568965518
Auctioneer,80432.58527027028
Audiologist,109827.8974468085
Audit Clerk,81926.58076923076
Audit Manager,74539.11304347825
Auditor,102732.03258426965
Auto Electrician,101697.44528301887
Auxiliary Nurse,77404.82854166666
Bacon Curer,100590.53186440677
Baggage Handler,102327.42701754386
Bailiff,92059.79362068967
Baker,67190.12103448277
Bakery Assistant,106200.0861904762
Bakery Manager,72872.9675308642
Bakery Operator,109231.95645833333
Balloonist,101934.84289473685
Bank Clerk,118424.4957692308
Bank Manager,99646.97688888891
Bank Messenger,116658.38436363635
Baptist Minister,88090.53264150945
Bar Manager,64195.052857142866
Bar Steward,42050.646730769215
Barber,84059.59947368421
Barmaid,113660.64391304347
Barman,104551.0285714286
Barrister,127957.08023255815
Beautician,76084.94333333334
Beauty Therapist,79191.54153846156
Betting Shop,61477.00022727272
Bill Poster,108683.845
Bingo Caller,71688.38799999999
Biochemist,91183.51351351354
Biologist,78262.47200000001
Blacksmith,101536.72687499998
Blind Assembler,68647.89090909093
Blind Fitter,90438.9402777778
Blinds Installer,96150.87285714285
Boat Builder,87853.9784375
Body Fitter,76937.23085714287
Bodyguard,86593.20971428572
Bodyshop,72186.20000000001
Book Binder,110332.81719999999
Book Seller,64954.893214285716
Book-Keeper,129142.76760869566
Booking Agent,58923.67720930233
Booking Clerk,98671.46486486487
Bookmaker,113014.83999999998
Botanist,134855.93076923076
Branch Manager,51653.0575
Breeder,170435.4088
Brewer,54880.90484848485
Brewery Manager,100602.9707142857
Brewery Worker,33216.712692307694
Bricklayer,81763.91186046512
Broadcaster,99412.43519999999
Builder,61372.18439999999
Builders Labourer,137140.36657894737
Building Advisor,93016.24034482759
Building Control,83946.6225
HVAC mechanic,65514.27548507467
Occupations,105359.55516778528
accessibility outreach coordinator,38963.8875
accessibility program manager,107715.66818181818
account executive ,130503.50444444444
account manager,88823.66923076923
accountable manager,81588.09666666665
accountable project manager,147185.85111111111
accountant,138249.71076923076
accounting investment analyst,85232.59416666665
actor,74161.65909090909
actuary,93403.80636363634
admin engineer,31202.889696969698
administrative aide,51288.56684210526
administrative assistant,69852.56785714286
administrative associate to the executive director,42253.74727272727
administrative business promotion coordinator,51441.19699999999
administrative claim examiner,84827.15846153846
administrative contract specialist,63296.65374999998
administrative coordinator,89201.38133333332
administrative engineer,58271.96666666666
administrative management auditor,92110.98333333335
administrative manager,47138.24909090909
administrative office assistant,86399.75727272725
administrative procurement analyst,54409.844999999994
administrative services manager,63458.73916666667
administrative specialist,45137.504166666666
administrative staff analyst,44732.85913043479
administrative support,102213.16538461538
administrative transportation coordinator,34314.11538461538
administrator on duty,43854.4588235294
advertising and promotions manager,65022.297999999995
advertising sales agent,60113.913846153846
aerospace engineer,65616.34692307691
agency attorney,95411.51428571428
agency counsel,70082.80238095237
agricultural engineer,42787.877058823535
agricultural scientist,31153.29157894737
agricultural technician,72297.03176470587
aide,69458.72499999998
air & noise pollution inspector,64061.427500000005
aircraft mechanic,104216.71699999998
aircraft pilot,38716.01916666667
analyst,93105.54400000001
analyst manager,52245.634999999995
animal caretaker,46527.17166666667
animal control worker,62233.393125
animal trainer,64925.91
animalbreeder,79908.96225806454
announcer,111501.56636363636
apparel patternmaker,54298.27416666667
appliance repairer,32460.683437500007
application developer,58280.598823529406
application examiner,80193.388
application solution manager,83499.555
application support analyst,71637.73388888889
application support reporting specialist,50443.408461538456
application worker,71607.67142857143
appraiser,78635.30812499998
apprentice inspector,40305.513333333336
architect,84525.45214285712
architectural designer,145824.194375
archivist,99114.73444444442
artist,63897.30464285717
assembler,93999.565
assessor ,141458.40545454543
asset management specialist,44340.50818181818
asset manager,88474.98923076922
assistant architect,97359.45
assistant business services associate,77991.62866666667
assistant chief of facility compliance,37311.89
assistant civil engineer,91199.14857142857
assistant commissioner,87761.58272727272
assistant commissioner of administration,21560.8176
assistant commissioner of communications and policy,53268.35666666666
assistant commissioner of enforcement,48281.35777777777
assistant commissioner of environmental health unit,59959.882307692314
assistant commissioner of housing policy,41789.30857142858
assistant commissioner of the office of placement administration,66545.19625000001
assistant quality assurance associate,94338.32076923076
astronomer,94022.98266666665
atmospheric scientist,38384.16
audiologist,24441.65037037037
audit engineer,13375.790000000003
audit intern,64214.13692307692
audit manager,72939.78333333334
audit supervisor,106763.03333333333
auditor,50551.589166666665
author,19689.634642857138
auto  machinist,69867.0305263158
auto mechanic,107305.39
automotive glass installer,29775.21925925926
avionics technician,131164.58583333335
back end developer,48158.726
baggage porter,74700.462
bailiff,46675.62299999999
baker,50059.062666666665
barber,158570.63125
bartender,67177.61058823529
bartender helper,99936.1946153846
bellhop,60386.62086956522
best practices coach,36921.28071428571
bid operations liaison,77862.1838095238
bill and account collector,90038.05733333333
billing and posting clerk,84570.86190476188
biological scientist,48183.47555555555
biological technician,43549.864761904755
biomedical engineer,62937.10166666666
blake fellow,188729.26055555552
blockmason,170829.38454545455
boat captain,100542.61699999998
boiler inspector,83614.94227272726
boilermaker,52125.031052631566
bookbinder,48804.03153846154
bookkeeper,107946.53133333332
branch chief,98899.099
brickmason,84491.92176470588
bridge operator,60170.52166666667
broadcast and sound engineering technician,63192.563684210516
brokerage clerk,90994.77529411764
budget,55978.864375000005
budget analyst,39089.943333333336
budget review specialist,75776.42055555554
building cleaner,31749.460909090907
building inspector,60394.88058823529
bus and truck mechanics and diesel engine specialist,52459.401176470594
business administrator ,51045.735
business analyst,49644.75
business intelligence developer,61235.78346153845
business manager,86316.25166666666
business operations specialist,98478.405
business solution architect,182189.66760000004
butcher,55299.10624999999
buyer,87775.96359999999
buyer services manager,39559.828421052625
cabinetmaker,81405.66249999999
cafeteria attendant,56771.18363636364
calendar assistant,85782.92115384615
call center manager,106095.36333333333
camera operator,62668.920625
capacity building assistance specialist,29704.769999999997
cargo and freight agent,44080.51434782608
carpenter,55813.20642857143
cartographer,38354.45437499999
case analyst,119659.45238095238
case management nurse,64731.424166666664
case management team leader,49911.526875
case management unit supervisor,66393.08499999999
case monitor supervisor,61586.963125
case worker,82781.64789473685
cashier,67837.26615384614
cashier supervisor,75634.61562499999
caster,71061.89080000001
ceiling tile installer,62265.112307692296
cement mason,61282.23583333333
certified it administrator,57524.05533333334
certified it developer,115372.28399999999
certified specialist,41785.11869565217
channel manager,34697.287500000006
chauffeur,49078.21352941177
chef,69904.3352
chemical engineer,39821.62512820513
chemical technician,74844.67266666667
chemists,87670.10263157895
chief architect,115657.27647058823
chief compliance officer,53958.41440000001
chief diversity officer,37607.72185185186
chief engineer of dispute resolutions,57793.7665
chief executive,56073.74522727273
chief financial officer,140444.02380952382
chief information security officer,105054.75764705881
chief investigator,59035.56562500002
chief of staff,72937.1776923077
chief operating officer,40086.352162162184
chief plan examiner,55064.50578947369
chief review officer,91320.51130434782
child care worker,99856.77782608694
child welfare analyst,62711.39108108107
chiropractor,52356.219333333334
choreographer,34441.19857142858
city assessor,65641.904
city laborer,71891.9816
city medical examiner,67062.19687500001
city park worker,65242.12789473685
city planner,56948.28548387096
city planning technician,72435.1025
city research scientist,62334.1416
civil design lead,76011.39703703704
civil engineer,95259.92341463419
civilian investigator,43293.854999999996
claim specialist,73033.5740909091
claims adjuster,29402.59
claims processor,105650.50673913046
claims specialist,68932.1961111111
clergy,69621.47095238096
clerical aide,69972.74285714285
clerical assistant,41953.4290909091
clerical associate,77163.329
clerical supervisor,64235.17310344828
clerk,68980.68500000001
client services representative,53886.098999999995
climber & pruner,54072.808823529405
clinical case supervisor,34178.55583333333
clinical director,25857.205714285716
clinical laboratory technologist and technician,35308.91588235294
cloud reliability engineer,65262.70045454545
coach,85661.26833333333
collections administrator,33319.7045
collector,39194.54176470588
college aide,43837.726363636364
commercial diver,25151.49809523809
communication electrician,31787.399411764705
communication manager,38236.63529411765
communication specialist,64739.89666666667
communication worker,37135.1664102564
communications equipment operator,81809.25785714285
community & industry relations associate,66637.94307692307
community assistant,34272.2825
community associate,52704.35249999999
community coordinator,53175.381
community service manager,55291.92666666667
community supervisor,61550.349230769236
compliance analyst,56202.818571428565
compliance and enforcement attorney,61899.085
compliance auditor,37187.42083333334
compliance manager,81714.98789473684
compliance officer,35410.21684210526
compliance support specialist,50278.1561904762
computer aide,56095.622
computer and information systems manager,42506.59
computer associate,36683.25
computer control operator,70036.7495
computer hardware engineer,65714.49458333333
computer operator,38138.14419354838
computer programmer,36946.45538461538
computer scientist,28126.342500000002
computer service technician,40968.44909090909
computer software engineer,45016.97888888888
computer specialist,64321.33666666666
computer support specialist,40105.75444444445
computer systems manager,38950.134230769225
concierge,46848.639599999995
confidential investigator,52173.19571428571
conflict resolution specialist,35510.460476190485
consent specialist,47154.588124999995
conservation scientist ,60237.09925925926
constituent services liaison,50142.78142857142
construction inspector,73291.22142857143
construction intern,58010.44
construction manager,51078.827567567576
construction project manager,39239.373
construction safety and quality inspector,55809.33764705883
content developer,34196.106111111105
content engineer ,64404.456249999996
contract analyst,45455.81121951219
contract manager,74362.0469565218
contract processor,57107.83718750001
contract specialist,77733.53827586208
contracts attorney,49731.33242424243
contracts officer,55569.93431818183
conveyor operator,50238.358235294116
coordinator,52048.03567567568
correctional officer,63572.56135135135
correctional officers,74206.2643902439
cosmetologist,49008.97359999999
cost estimating manager,61517.37829268294
cost estimator,34796.075072463755
counselor,43255.385084745765
courier,54621.6776923077
court liaison officer,45128.77547169812
court representative,49291.84911111111
cranes & derricks inspector,52390.660312500004
credit analyst,54182.66921052632
credit authorizer,60683.91549019608
crime analyst,51572.498750000006
criminal investigator,61065.659999999996
criminalist,35903.110408163266
crm developer,58839.512093023266
crossing guard,69600.12891891894
cultural affairs coordinator,69614.1345
curator,45349.68887096774
custodial assistant,54547.88421052631
custodian,39463.619736842105
customer service,41424.87241379311
customer service & operations analysis intern,57786.371276595746
customer service representative,50159.82555555555
cybersecurity operations analyst,47734.84859154927
dam safety coordinator,53409.615892857146
dancer,66143.46805970151
data analyst,46232.61652173914
data and process analyst,39691.353584905664
data and technology analyst,48742.73000000001
data architect,58247.48189655172
data assistant,51321.09312500001
data engineer,51735.359142857145
data entry clerk,60631.03588235293
data entry keyer,75396.382
data management assistant,77080.53705882354
data manager,87986.11630769234
data research analyst,60295.528030303045
data research specialist,65044.49666666668
data scientist,42919.16545454545
data support analyst,88192.19873239438
data warehouse architect,79861.45
database administrator,48826.101280487805
database developer,76640.21403508773
dba engineer,48436.77054054056
dba lead,46674.45111111111
deckhand,61089.47672727272
demonstrator,48858.57847222223
dental assistant,48827.082428571426
dental hygienist,78964.30894736841
dentist,68436.95836363638
deputy budget director,67430.86524590163
deputy chief,49438.301666666666
deputy chief engineer,39760.09086538461
deputy chief of outside development,68461.60450704226
